AidData ID,Geoname,Geoname ID,Latitude,Longitude,Precision Code,Date,ADM1 Name,ADM1 Code,ADM2 Name,ADM2 Code,Source URL,Source,Note,Location Type,Activities
904000001105,Tilepata,7801768,29.02526,81.48848,1,,Mid-Western,0,Bheri,0,,,,,
904000001105,Tilpung,7801158,27.42881,86.11206,1,,Central,0,Janakpur,0,,,,,
904000001105,Timilsain,7799483,29.1813,81.274,1,,Far-Western,0,Seti,0,,,,,
904000001105,Tinje,7800652,29.39168,83.2591,1,,Mid-Western,0,Karnali,0,,,,,
904000001105,Tinkanya,7801321,27.21958,86.06866,1,,Central,0,Janakpur,0,,,,,
904000001105,Tipling,7799691,28.2026,85.1561,1,,Central,0,Bagmati,0,,,,,
904000001105,Tiram,7802251,28.00599,82.77619,1,,Mid-Western,0,Rapti,0,,,,,
904000001105,Tiringe,7801542,27.34443,87.75988,1,,East,0,Mechi,0,,,,,
904000001105,Titirkhi,7800775,27.4725,83.07092,1,,West,0,Lumbini,0,,,,,
904000001105,Tokarpur,7802269,27.54218,85.91753,1,,Central,0,Janakpur,0,,,,,
904000001105,Toleni,7798869,29.3914,81.0031,1,,Far-Western,0,Seti,0,,,,,
904000001105,Toli,7800224,29.10961,81.42077,1,,Far-Western,0,Seti,0,,,,,
904000001105,Tolidewal,7800474,29.33154,81.34696,1,,Far-Western,0,Seti,0,,,,,
904000001105,Tolijaisi,7800589,28.98968,81.50757,1,,Mid-Western,0,Bheri,0,,,,,
904000001105,Torwang,7802252,28.13092,82.93512,1,,Mid-Western,0,Rapti,0,,,,,
904000001105,Tosi,7799513,28.9858,81.3652,1,,Far-Western,0,Seti,0,,,,,
904000001105,Tribeni,7800263,28.30508,82.29473,1,,Mid-Western,0,Rapti,0,,,,,
904000001105,TribhuwanNagar,7799531,26.8574,85.5935,1,,Central,0,Janakpur,0,,,,,
904000001105,Trikola,7801316,26.58097,86.87702,1,,East,0,Sagarmatha,0,,,,,
